nazwa_instytucji,badges,lokalizacja,adres,rodzaj_dzialalnosci,ilosc_miejsc,wpis_krdo,strona
Dom Pomocy Społecznej Zbyszyce,,Powiat nowosądecki,"Zbyszyce 12,
									33-318
									Gródek nad Dunajcem",dla osób przewlekle psychicznie chorych (Publiczny),122,486/KR - 2021,89
Dom Pomocy Społecznej Biała Niżna,,Powiat nowosądecki,"Biała Niżna 640,
									33-330
									Grybów",dla osób w podeszłym wieku - 7 miejsc dla osób przewlekle somatycznie chorych - 26 miejsc (Publiczny),33,487/KR - 2021,89
Dom Pomocy Społecznej im. O. Pio w Mogilnie,,Powiat nowosądecki,"Mogilno 233,
									33-326
									Mogilno",dla osób w podeszłym wieku - 24 miejsca dla osób przewlekle somatycznie chorych - 28 miejsc (Publiczny),52,488/KR - 2021,89
Dom Pomocy Społecznej Klęczany,,Powiat nowosądecki,"Klęczany 169,
									33-394
									Klęczany",dla osób przewlekle somatycznie chorych (Publiczny),66,489/KR - 2021,89
Dom Pomocy Społecznej Smrek Zaskale,,Powiat nowotarski,"Kardynała Karola Wojtyły 136,
									34-424
									Szaflary",dla osób w podeszłym wieku (Publiczny),76,490/KR - 2021,90
Dom Pomocy Społecznej Rabka-Zdrój,,Powiat nowotarski,"Parkowa 4,
									34-700
									Rabka-Zdrój",dla osób przewlekle somatycznie chorych - 25 miejsc dla osób niepełnosprawnych fizycznie - 25 miejsc (Publiczny),50,491/KR - 2021,90
Dom Pomocy Społecznej Olkusz,,Powiat olkuski,"Jana Kantego 4,
									32-300
									Olkusz",dla osób przewlekle somatycznie chorych (Publiczny),98,492/KR - 2021,90
Dom Pomocy Społecznej –Schronisko dla Niepełnosprawnych im. Brata Alberta,,Powiat krakowski,"Radwanowice 1 ,
									32-064
									Rudawa",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),83,493/KR - 2021,90
Dom Pomocy Społecznej im. św. Jana Pawła II,,Kraków,"Praska 25 ,
									31-329 
									Kraków",dla osób przewlekle somatycznie chorych (Publiczny),81,494/KR - 2021,90
Dom Pomocy Społecznej w Sękowej,,Powiat gorlicki,"Sękowa 12,
									38-307
									Sękowa",dla osób w podeszłym wieku (Publiczny),10,495/KR - 2021,90
Dom Pomocy Społecznej Kraków,,Kraków,"Kluzeka 6,
									30-222
									Kraków",dla osób w podeszłym wieku - 40 miejsc dla osób przewlekle somatycznie chorych - 50 miejsc (Publiczny),90,496/KR - 2021,90
Dom Pomocy Społecznej im. Ludwik i Anny Helclów,,Kraków,"Helclów 2,
									31-148
									Kraków",dla osób przewlekle somatycznie chorych (Publiczny),387,497/KR - 2021,90
Dom Pomocy Społecznej im. św. Brata Alberta,,Kraków,"Adolfa Nowaczyńskiego 1,
									30-336
									Kraków",dla osób przewlekle somatycznie chorych (Publiczny),175,498/KR - 2021,90
Dom Pomocy Społecznej Kraków,,Kraków,"Radziwiłłowska 8,
									31-026
									Kraków",dla osób przewlekle somatycznie chorych (Publiczny),79,499/KR - 2021,91
Dom Pomocy Społecznej Kraków,,Kraków,"Łanowa 39,
									30-725
									Kraków",dla osób przewlekle somatycznie chorych (Publiczny),130,500/KR - 2021,91
Dom Pomocy Społecznej Kraków,,Kraków,"Krakowska 55,
									31-066
									Kraków",dla osób przewlekle psychicznie chorych (Publiczny),260,501/KR - 2021,91
Dom Pomocy Społecznej,,Kraków,"Łanowa 41,
									30-725
									Kraków",dla osób przewlekle psychicznie chorych (Publiczny),378,502/KR - 2021,91
Dom Pomocy Społecznej Nowa Huta,,Kraków,"Osiedle Hutnicze 5,
									31-917
									Kraków",dla osób przewlekle psychicznie chorych - 55 miejsc dla osób przewlekle somatycznie chorych - 45 miejsc  dla dorosłych niepełnosprawnych intelektualnie - 40 miejsc (Publiczny),140,503/KR - 2021,91
Dom Pomocy Społecznej Kraków,,Kraków,"Babińskiego 25,
									30-393
									Kraków",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),87,504/KR - 2021,91
Dom Pomocy Społecznej Kraków,,Kraków,"Łanowa 43,
									30-725
									Kraków",dla osób dorosłych niepełnosprawnych intelektualnie - 150 miejsc dla dzieci i młodzieży niepełnosprawnych intelektualnie - 15 miejsc (Publiczny),165,505/KR - 2021,91
Dom Pomocy Społecznej Kraków,,Kraków,"Rozrywka 1,
									31-419
									Kraków",dla osób uzależnionych od alkoholu (Publiczny),53,506/KR - 2021,91
Dom Pomocy Społecznej Zgromadzenia Sióstr Służebniczek Najświętszej Marii Panny Niepokalanie Poczętej,,Kraków,"Podgórki Tynieckie 96,
									30-398
									Kraków",dla osób przewlekle somatycznie chorych (Publiczny),50,507/KR - 2021,91
Dom Pomocy Społecznej im. Władysława Godynia,,Kraków,"Sołtysowska 13d,
									31-589
									Kraków",dla osób w podeszłym wieku (Publiczny),67,508/KR - 2021,92
Dom Pomocy Społecznej Batowice,,Kraków,"Matejki 24,
									32-086
									Batowice",dla osób przewlekle somatycznie chorych (Publiczny),137,510/KR - 2021,92
Dom Pomocy Społecznej Zakonu Przenajświętszej Trójcy w Krakowie,,Kraków,"Łanowa 1B,
									30-725
									Kraków",dla osób przewlekle somatycznie chorych (Publiczny),46,511/KR - 2021,92
Dom Pomocy Społecznej Batowice,,Powiat krakowski,"Matejki 24,
									32-086
									Batowice",dla osób przewlekle somatycznie chorych (Publiczny),137,512/KR - 2021,92
Dom Pomocy Społecznej Czerna,,Powiat krakowski,"Czerna 110,
									32-065
									Krzeszowice",dla osób przewlekle psychicznie chorych (Publiczny),95,513/KR - 2021,92
Dom Pomocy Społecznej Karniowice,,Powiat krakowski,"Osiedlowa 10,
									32-082
									Karniowice",dla osób w podeszłym wieku - 47 miejsc dla osób przewlekle somatycznie chorych - 50 miejsc (Publiczny),97,514/KR - 2021,92
Bonifraterska Fundacja Dobroczynna Dom Pomocy Społecznej w Konarach,,Powiat krakowski,"Bonifraterska 11,
									32-031
									Mogilany",dla osób przewlekle psychicznie chorych (Publiczny),63,515/KR - 2021,92
Dom Pomocy Społecznej im. św. Brata Alberta Ojców,,Kraków,"Ojców Nr 64,
									32-045
									Sułoszowa",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),81,516/KR - 2021,92
Dom Pomocy Społecznej Owczary,,Powiat krakowski,"Kasztanowa 20,
									32-088
									Owczary",dla osób przewlekle psychicznie chorych (Publiczny),99,517/KR - 2021,92
Dom Pomocy Społecznej w Prusach,,Powiat krakowski,"Kocmyrzowska 107,
									32-010
									Kocmyrzów",dla osób dorosłych niepełnosprawnych intelektualnie - 41 miejsc dla dzieci i młodzieży niepełnosprawnych intelektualnie - 15 miejsc (Publiczny),56,518/KR - 2021,93
Dom Pomocy Społecznej-Regionalne Centrum Rehabilitacji i Pomocy Społecznej w Borzęcinie,,Powiat brzeski,"Borzęcin 591,
									32-825 
									Borzęcin",dla osób w podeszłym wieku - 50 miejsc dla osób niepełnosprawnych fizycznie - 50 miejsc (Publiczny),100,519/KR - 2021,93
Dom Pomocy Społecznej Bochnia,,Powiat bocheński,"Karolina 14G,
									32-700
									Bochnia",dla osób w podeszłym wieku - 90 miejsc dla osób przewlekle psychicznie chorych - 67 miejsc (Publiczny),157,520/KR - 2021,93
Dom Pomocy Społecznej w Brzesku,,Powiat brzeski,"Starowiejska 6,
									32-800
									Brzesko",dla dzieci i młodzieży niepełnosprawnych intelektualnie (Publiczny),50,521/KR - 2021,93
Dom Pomocy Społecznej w Porąbce Uszewskiej,,Powiat brzeski,"Porąbka Uszewska 272,
									32-854
									Porąbka Uszewska",dla osób w podeszłym wieku (Publiczny),25,522/KR - 2021,93
Powiatowy Dom Pomocy Społecznej im. Adama Starzeńskiego w Płazie,,Powiat chrzanowski,"Wiosny Ludów 4,
									32-552
									Płaza",dla osób przewlekle psychicznie chorych (Publiczny),101,523/KR - 2021,93
Dom Radosnej Starości im. Jana Pawła II w Kupieninie,,Powiat dąbrowski,"Kupienin 35,
									33-221
									Mędrzechów",dla osób w podeszłym wieku (Publiczny),70,524/KR - 2021,93
Dom Pomocy Społecznej Św. Brata Alberta Chmielowskiego Caritas Diecezji Tarnowskiej,,Powiat dąbrowski,"Świętego Brata Alberta Chmielowskiego 16,
									33-200
									Dąbrowa Tarnowska",dla osób przewlekle somatycznie chorych (Publiczny),35,525/KR - 2021,93
Dom Pomocy Społecznej Gorlice,,Powiat gorlicki,"Józefa Michalusa 14,
									38-300
									Gorlice",dla osób przewlekle somatycznie chorych (Publiczny),86,526/KR - 2021,93
Dom Pomocy Społecznej Gorlice,,Powiat gorlicki,"Henryka Sienkiewicza 30,
									38-300
									Gorlice",dla osób w podeszłym wieku (Publiczny),90,527/KR - 2021,94
Dom Pomocy Społecznej Klimkówka,,Powiat gorlicki,"Klimkówka 67,
									38-312
									Ropa",dla osób przewlekle psychicznie chorych (Publiczny),78,528/KR - 2021,94
Dom Pomocy Społecznej Węgorzewo,,Powiat węgorzewski,"11 Listopada 12,
									11-600
									Węgorzewo",dla osób dorosłych niepełnosprawnych intelektualnie (Publiczny),272,529/KR - 2021,94
Dom Pomocy Społecznej Dom Nad Doliną Różnowo,,Powiat olsztyński,"Różnowo 70A ,
									11-001 
									Dywity",dla osób w podeszłym wieku oraz osób przewlekle somatycznie chorych (Publiczny),32,530/KR - 2021,94
Dom Pomocy Społecznej Lubawa,,Powiat iławski,"Grunwaldzka 16,
									14-260
									Lubawa Dąbrowskiego 15B,
									14-200
									Iława",dla dorosłych niepełnosprawnych intelektualnie dla osób przewlekle somatycznie chorych (Publiczny),37,532/KR - 2021,94
Dom Pomocy Społecznej Susz,,Powiat iławski,"Iławska 42,
									14-240
									Susz",dla dorosłych niepełnosprawnych intelektualnie oraz dzieci i młodzieży niepełnosprawnych intelektualnie (Publiczny),90,533/KR - 2021,94
Dom Pomocy Społecznej Kętrzyn,,Powiat kętrzyński,"Wileńska 16,
									11-400
									Kętrzyn",dla osób przewlekle somatycznie chorych (Publiczny),88,534/KR - 2021,94
Dom Pomocy Społecznej Mrągowo,,Powiat mrągowski,"Młodkowskiego 19,
									11-700
									Mrągowo",dla dzieci i młodzieży niepełnosprawnych intelektualnie (Publiczny),95,535/KR - 2021,94
Dom Pomocy Społecznej Ewangelicki Dom Opieki Arka Mikołajki,,Powiat mrągowski,"Plac Kościelny 4,
									11-730
									Mikołajki",dla osób w podeszłym wieku i przewlekle somatycznie chorych (Publiczny),100,536/KR - 2021,94
Dom Pomocy Społecznej Mazurska Zagroda Sorkwity,,Powiat mrągowski,"Kozarek Mały 3,
									11-731
									Sorkwity",dla osób w podeszłym wieku (Publiczny),39,537/KR - 2021,95
Dom Pomocy Społecznej Dom Rodzinny Napiwoda,,Powiat nidzicki,"Napiwoda 58A,
									13-100
									Nidzica",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),30,538/KR - 2021,95
Dom Pomocy Społecznej Nowe Grodziczno,,Powiat nowomiejski,"Nowe Grodziczno 14B,
									13-324
									Grodziczno",dla osób w podeszłym wieku oraz osób przewlekle somatycznie chorych (Publiczny),54,539/KR - 2021,95
Dom Pomocy Społecznej “Jawor” Markowskie,,Powiat olecki,"Markowskie 15,
									19-404
									Wieliczki",dla osób przewlekle psychicznie chorych (Publiczny),45,541/KR - 2021,95
Dom Pomocy Społecznej Kombatant Olsztyn,,Olsztyn,"Juliana Fałata 23k,
									10-211
									Olsztyn",dla osób przewlekle somatycznie chorych i w podeszłym wieku (Publiczny),143,542/KR - 2021,95
Dom Rodzinny Dom Pomocy Społecznej Zielone Wzgórze Olsztyn,,Olsztyn,"Traktorowa 35,
									10-828
									Olsztyn",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),20,543/KR - 2021,95
Dom Pomocy Społecznej Barka Olsztyn,,Olsztyn,"Jacka Kuronia 10,
									10-165
									Olsztyn",dla osób przewlekle psychicznie chorych (Publiczny),86,546/KR - 2021,95
Dom Pomocy Społecznej Laurentius Olsztyn,,Olsztyn,"Kardynała Stanisława Hozjusza 19,
									11-041
									Olsztyn",dla osób w podeszłym wieku (Publiczny),44,547/KR - 2021,95
Dom Pomocy Społecznej Mój Dom na Sielskiej Olsztyn,,Olsztyn,"Sielska 34,
									10-802
									Olsztyn",dla osób w podeszłym wieku oraz osób przewlekle somatycznie chorych (Publiczny),50,548/KR - 2021,95
Dom Pomocy Społecznej Barczewo,,Powiat olsztyński,"Józefa Ignacego Kraszewskiego 17,
									11-010
									Barczewo",dla osób przewlekle somatycznie chorych i w podeszłym wieku (Publiczny),146,549/KR - 2021,96
Dom Pomocy Społecznej Grazymy,,Powiat olsztyński,"Grazymy 1,
									11-036
									Gietrzwałd",dla dorosłych mężczyzn niepełnosprawnych intelektualnie (Publiczny),94,550/KR - 2021,96
Dom Pomocy Społecznej Jeziorany,,Powiat olsztyński,"Kajki 49,
									11-320
									Jeziorany",dla osób dorosłych niepełnosprawnych intelektualnie oraz dzieci i młodzieży niepełnosprawnej intelektualnie (Publiczny),145,551/KR - 2021,96
Dom Pomocy Społecznej Gnojno,,Powiat buski,"Gnojno 118,
									28-114
									Gnojno",dla osób dorosłych niepełnosprawnych intelektualnie oraz dzieci i młodzieży niepełnosprawnych intelektualnie (Publiczny),100,613/KR - 2021,96
Dom Pomocy Społecznej Jonkowo,,Powiat olsztyński,"Lipowa 9,
									11-042
									Jonkowo",dla osób przewlekle somatycznie chorych i w podeszłym wieku (Publiczny),54,552/KR - 2021,96
Dom Pomocy Społecznej Zacisze Olsztynek,,Powiat olsztyński,"Park 5,
									11-015
									Olsztynek",dla osób przewlekle psychicznie chorych (Publiczny),194,553/KR - 2021,96
"Dom Pomocy Społecznej  Jonkowo, filia Dobre Miasto",,Powiat olsztyński,"Łużycka 73,
									11-040
									Dobre Miasto",dla osób przewlekle somatycznie chorych i w podeszłym wieku (Publiczny),16,554/KR - 2021,96
Dom Pomocy Społecznej Michała Archanioła Szyldak,,Powiat ostródzki,"Gdańska 14,
									14-106
									Szyldak",dla osób przewlekle psychicznie chorych (Publiczny),100,555/KR - 2021,96
Dom Pomocy Społecznej Molza,,Powiat ostródzki,"Molza 18,
									14-105
									Łukta",dla osób w podeszłym wieku (Publiczny),31,556/KR - 2021,96
Dom Pomocy Społecznej Szczytno,,Powiat szczycieński,"Wielbarska 2,
									12-100
									Szczytno Siekiewicza 3,
									12-150
									Spychowo",dla osób przewlekle psychicznie chorych dla osób przewlekle psychicznie chorych (Publiczny),171,558/KR - 2021,97
Dom Pomocy Społecznej Bartoszyce,,Powiat bartoszycki,"Bohaterów Monte Cassino 4,
									11-200
									Bartoszyce",dla osób przewlekle somatycznie chorych i w podeszłym wieku (Publiczny),70,560/KR - 2021,97
Dom Pomocy Społecznej Bisztynek,,Powiat bartoszycki,"9 Maja 7,
									11-230
									Bisztynek",dla dorosłych niepełnosprawnych intelektualnie (kobiety) (Publiczny),80,561/KR - 2021,97
Dom Pomocy Społecznej Sępopol,,Powiat bartoszycki,"Szczurkowo 25,
									11-210
									Sępopol",dla osób w podeszłym wieku i przewlekle somatycznie chorych (Publiczny),44,562/KR - 2021,97
Dom Pomocy Społecznej Kamińsk,,Powiat bartoszycki,"Obrońców Westerplatte 10,
									11-220
									Górowo Iławeckie",dla osób przewlekle psychicznie chorych (Publiczny),50,563/KR - 2021,97
Dom Pomocy Społecznej SENIOR Kamińsk,,Powiat bartoszycki,"Topolowa 8,
									11-220
									Górowo Iławeckie",dla osób w podeszłym wieku oraz osób niepełnosprawnych fizycznie (Publiczny),19,564/KR - 2021,97
Dom Pomocy Społecznej Woryny,,Powiat bartoszycki,"Woryny 32,
									11-220
									Górowo Iławeckie",dla osób w podeszłym wieku oraz dla osób niepełnosprawnych fizycznie (Publiczny),20,565/KR - 2021,97
Powiatowy Dom Pomocy Społecznej Braniewo,,Powiat braniewski,"Królewiecka 35,
									14-500
									Braniewo",dla osób przewlekle psychicznie chorych (Publiczny),68,566/KR - 2021,97
Dom Pomocy Społecznej Uzdowo,,Powiat działdowski,"Uzdowo 18-19,
									13-214
									Działdowo",dla osób przewlekle psychicznie chorych (Publiczny),93,567/KR - 2021,97
Dom Pomocy Społecznej Niezapominajka Elbląg,,Elbląg,"Toruńska 17,
									82-300
									Elbląg",dla osób przewlekle somatycznie chorych i w podeszłym wieku (Publiczny),135,568/KR - 2021,98
Dom Pomocy Społecznej Elbląg,,Elbląg,"Bema 8,
									82-300
									Elbląg",dla dzieci i młodzieży niepełnosprawnych intelektualnie (Publiczny),47,569/KR - 2021,98
Dom Pomocy Społecznej Elbląg,,Elbląg,"Kasprzaka 10,
									82-300
									Elbląg",dla dzieci i młodzieży niepełnosprawnych intelektualnie (Publiczny),45,570/KR - 2021,98
Dom Pomocy Społecznej Elbląg,,Elbląg,"Generała Kazimierza Pułaskiego 1C,
									82-300
									Elbląg",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),22,571/KR - 2021,98
Dom Pomocy Społecznej Tolkmicko,,Powiat elbląski,"Szpitalna 2,
									82-340
									Tolkmicko",dla osób przewlekle somatycznie chorych (Publiczny),116,572/KR - 2021,98
Dom Pomocy Społecznej Krokus Władysławowo,,Elbląg,"Władysławowo 4,
									82-300
									Elbląg",dla osób przewlekle somatycznie chorych (mężczyźni) (Publiczny),40,573/KR - 2021,98
Dom Pomocy Społecznej Nowa Wieś Ełcka,,Powiat ełcki,"Lipowa 1,
									19-321
									Nowa Wieś Ełcka",dla osób przewlekle psychicznie chorych (Publiczny),280,574/KR - 2021,98
Dom Pomocy Społecznej Lili Golubie,,Powiat ełcki,"Golubie 7,
									19-314
									Kalinowo",dla osób przewlekle psychicznie chorych (Publiczny),88,575/KR - 2021,98
Dom Pomocy Społecznej Tęczowy Dom Ełk,,Powiat ełcki,"Kilińskiego 2,
									19-300
									Ełk",dla dzieci i młodzieży niepełnosprawnych intelektualnie (Publiczny),110,576/KR - 2021,98
Dom Pomocy Społecznej Misericordia Ełk,,Powiat ełcki,"Księdza Prałata Mariana Szczęsnego 5,
									19-300
									Ełk",dla osób w podeszłym wieku i przewlekle somatycznie chorych (Publiczny),100,577/KR - 2021,99
Dom Pomocy Społecznej Giżycko,,Powiat giżycki,"Warszawska 31,
									11-500
									Giżycko",dla osób w podeszłym wieku i przewlekle somatycznie chorych. (Publiczny),131,578/KR - 2021,99
Dom Pomocy Społecznej Wydminy,,Powiat giżycki,"Źródlana 2,
									11-510
									Wydminy",dla osób w podeszłym wieku i przewlekle somatycznie chorych (Publiczny),41,579/KR - 2021,99
Dom Pogodnego Seniora REMI,,Powiat elbląski,"Bogaczewo 17c ,
									82-310 
									Elbląg","dla osób niepełnosprawnych, przewlekle chorych lub w podeszłym wieku (Prywatny)",49,581/KR - 2021,99
Dom Opieki Dom Nad Doliną,,Powiat olsztyński,"Różnowo 70 C,
									11-001 
									Dywity",dla osób przewlekle chorych i w podeszłym wieku (Prywatny),54,582/KR - 2021,99
Dom Seniora s.c.,,Powiat olsztyński,"Kwiecewo 19 ,
									11-008 
									Świątki",dla osób w podeszłym wieku (Prywatny),18,583/KR - 2021,99
Dom Seniora Gołębi Dwór,,Powiat iławski,"Kamień Mały 1C,
									14-200
									Iława","dla osób niepełnosprawnych, przewlekle chorych lub w podeszłym wieku (Prywatny)",60,586/KR - 2021,99
